Score,Cross_Claim_Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,Exclusion_Reason
0.608,0.656,1,GS-51,"Gaudium et Spes 51항: 책임 있는 출산과 산아 조절의 ""객관적 기준""",CANON-C0868,유아 세례의 조건: 가톨릭 양육 희망,교회의 자녀들은 교도권이 하느님의 법 해설을 통해 비난하는 산아 조절 방법을 사용해서는 안 된다,가톨릭 양육 전망이 없어도 유아세례의 적법성에는 영향이 없다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.66,4,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),TRENT-S07,성사 일반과 세례,주교부터 평신도까지 온 신자 전체(하느님의 백성)는 신앙 문제에서 오류를 범할 수 없다(in credendo falli nequit),성사는 단지 믿음을 북돋기 위한 외적 표징일 뿐 구원 은총을 수여하지 못한다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.703,3,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),CCC-1452,완전한 통회 (Contritio Perfecta),신자 전체는 진리의 성령에 의해 이 식별력을 일깨우고 유지 받는다,대죄는 오직 고해성사를 통해서만 용서될 수 있다 (예외 없이),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.645,4,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",UNAM-SANCTAM,교황 복종이 구원에 절대 필요,지상의 순례하는 교회는 구원에 필요하다,교황의 수위권이 영적 영역에만 제한된다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.736,3,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",CDF-DOMINUS-16_17,"Dominus Iesus 16~17항: 비가톨릭 그리스도교 공동체는 ""본래 의미의 교회가 아니다""","그리스도는 유일한 중개자이자 구원의 유일한 길이며, 교회를 통해 우리에게 현존한다",모든 그리스도교 교단이 교회론적으로 대등하다는 명제(교회 간 완전한 대칭적 동등성),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.614,4,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-456_478,강생과 그리스도의 구원 사역,복음을 아직 받아들이지 않은 사람들도 하느님의 백성과 여러 방식으로 연결되어 있다,예수 그리스도 외에 하느님과 인간 사이의 다른 동등한 중개자가 존재한다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.708,4,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),자기 잘못 없이 그리스도의 복음과 교회를 모르면서도 성실한 마음으로 하느님을 찾고 양심의 지시에 따라 올바로 살려고 하는 이들은 영원한 구원에 이를 수 있다,은총이 단지 죄를 덮는 하느님의 호의일 뿐 내적 변화가 아니라는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.616,4,LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,교황의 정의(definitions)는 교회의 동의 없이도 그 자체로 불가역적(irreformable)이다,모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.611,2,NA-02,"Nostra Aetate 2항: 타 종교 안에 있는 ""참되고 거룩한 것""의 인정",CCC-2010,공로 (Meritum),타 종교의 계율과 가르침은 종종 모든 인간을 비추는 진리의 한 광선을 반영한다,인간의 행위는 하느님 앞에서 어떤 가치도 갖지 않는다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.643,2,NA-02,"Nostra Aetate 2항: 타 종교 안에 있는 ""참되고 거룩한 것""의 인정",VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),"그럼에도 교회는 그리스도를 ""길이요 진리요 생명""으로 선포할 의무를 갖는다 (선교 사명은 포기되지 않음)",교황이 전체 교회에 대한 최고 관할권을 갖지 않는다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.608,0.804,1,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,교회는 다른 종교들 안에서 발견되는 참되고 거룩한 것을 거부하지 않는다,국가가 참된 종교(가톨릭)만을 보호하고 거짓 종교를 억압해야 한다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.652,2,CANON-C0749,무류성의 성립 조건,COUNCIL-CHALCEDON-C28,Canon 28: 콘스탄티노플에 로마와 동등한 특권,"교황 무류성은 ""직권으로"", ""최고 목자로서"", ""결정적 행위로"" 선언할 때만 발동하는 조건부 자격이다.",공의회가 통과시킨 교회법은 예외 없이 교황의 승인을 통해 그대로 효력을 발생시켰다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.616,3,CANON-C0750,진리 등급별 동의 의무 체계,CCC-846_848,교회 밖의 구원 (Extra Ecclesiam nulla salus),"결정적으로 제시된 교리(750§2)를 거부하는 것은 ""가톨릭 교회 교리에 반하는"" 행위로 규정되며, 이는 이단(751)이나 파문과는 별개 개념이다.",가톨릭 교회의 필요성을 분명히 알고도 이를 의도적으로 거부한 자가 구원받을 수 있다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.66,2,CANON-GEN,"교회법 일반 (적용 대상, 이단, 배교)",CANON-C0212,신자의 순명 의무와 의견 표명 권리의 공존,교회법의 법적 구속력은 가톨릭 교회에서 세례를 받았거나 교회로 회심한 이들에게만 적용된다(이성 사용 능력이 있는 자).,신자는 신앙·도덕 문제에 관해서도 목자의 권위와 무관하게 자유로이 반대를 공표할 수 있다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.627,4,CCC-0491,마리아 무염시태,TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,이 보존은 하느님의 특별한 은총과 특전에 의한 것이다,죽은 자를 위한 기도와 미사가 무익하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.81,4,CCC-0847,교회 밖 구원 가능성,TRENT-S22-C01,미사는 참된 속죄 제사,구원의 조건은 진실한 마음으로 하느님을 찾는 것이다,미사에 속죄적 가치가 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.683,3,CCC-1030,연옥,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",연옥은 하느님의 은총 안에서 죽었으나 완전히 정화되지 못한 자들을 위한 것이다,가시적 교회 소속만으로 자동 구원이 보장된다는 명제 (2단락이 명시적으로 부정),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.629,4,CCC-1257,세례의 필수성,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,"세례의 필수성은 주님 자신의 말씀(요한 3,5)에 근거한다",교황에 대한 복종 없이도 구원받을 수 있다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.759,3,CCC-1257,세례의 필수성,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),"세례의 필수성은 주님 자신의 말씀(요한 3,5)에 근거한다",신자들의 신앙 감각(sensus fidei)이 교도권의 지도와 무관하게 독자적으로 작동할 수 있다는 명제 (반대 방향의 오독),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.641,2,CCC-1257_1261,세례의 필수성,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,세례를 향한 명시적/묵시적 열망과 순교(혈세)는 물의 세례 없이도 세례의 은총(구원)을 부여한다.,사목적 축복이 도덕적 상태의 승인을 의미한다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.646,5,CCC-1322_1419,성체성사와 화체설,CCC-456_478,강생과 그리스도의 구원 사역,"성체성사의 빵과 포도주는 축성 기도를 통해 그리스도의 실제 몸과 피, 영혼과 신성으로 본질적(실체적)으로 변화한다(화체설).",예수 그리스도 외에 하느님과 인간 사이의 다른 동등한 중개자가 존재한다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.853,3,CCC-1422_1498,고해성사와 사죄권,CCC-1471_1479,"대사 (면죄부, Indulgentia)",서품받은 사제는 그리스도를 대리하여 신자들의 죄를 사면할 수 있는 신적 권한을 가진다.,죄의 용서(고해)와 동시에 그 죄로 인한 모든 벌(잠벌 포함)이 완전히 단번에 사면된다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.634,3,CCC-1471_1479,"대사 (면죄부, Indulgentia)",DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),"교회는 그리스도와 성인들의 영적 보화를 관리하며, 대사(면벌)를 통해 신자들의 잠벌을 면제해 줄 권한이 있다.",개인이 이성에 따라 판단한 종교를 자유로이 신봉할 권리 (근대적 종교 자유 개념 자체),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.732,3,CCC-1471_1479,"대사 (면죄부, Indulgentia)",CCC-1030_1032,연옥 (Purgatorium),살아있는 신자들은 대사를 얻어 연옥에 있는 영혼들에게 양도할 수 있다.,죽은 직후 영혼은 오직 천국 아니면 지옥으로 직행하며 연옥과 같은 중간 정화 상태는 존재하지 않는다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.619,4,CCC-1996,은총은 무상의 선물,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),은총은 하느님이 거저 주시는 무상의 선물이다,정결의 은사를 느끼지 못하는 서원자는 서원했어도 혼인할 수 있다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.642,4,CCC-1996,은총은 무상의 선물,TRENT-S06-C22,특별한 도움 없이도 스스로 견인할 수 있다면 파문,칭의의 근원은 하느님의 은총이다,인간이 자기 힘만으로 은총 안에 견인할 수 있다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.856,3,CCC-2068,계명 준수로 구원,CCC-1861,대죄와 은총 상실,십계명을 어기는 대죄를 짓고 회개하지 않으면 영원한 구원을 상실한다,성화 은총은 어떤 인간 행위로도 파괴될 수 없다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.634,3,CCC-2267,"사형제도 (2018년 개정판: ""용납 불가"")",CCC-1471_1479,"대사 (면죄부, Indulgentia)","이 세 가지 이유로, 교회는 복음의 빛에서 ""사형은 용납될 수 없다""고 가르친다",교회는 그리스도와 성인들의 공로 보화를 다른 신자나 죽은 자에게 나누어 줄 권한이 없다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.613,4,CCC-846_848,교회 밖의 구원 (Extra Ecclesiam nulla salus),TRENT-S07-C04,성사가 구원에 불필요하며 믿음만으로 은총을 얻는다면 파문,자기 탓 없이 그리스도의 복음과 가톨릭 교회를 모르는 자도 양심을 따르고 하느님을 찾으면 구원받을 수 있다.,성사도 성사에 대한 열망도 없이 오직 믿음만으로 의화 은총을 얻을 수 있다는 명제 (Sola Fide의 성사론적 적용),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.648,3,CCC-846_848,교회 밖의 구원 (Extra Ecclesiam nulla salus),LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",자기 탓 없이 그리스도의 복음과 가톨릭 교회를 모르는 자도 양심을 따르고 하느님을 찾으면 구원받을 수 있다.,교황의 정의가 교회 전체의 사후 동의를 받아야만 유효해진다는 명제(갈리아주의적 견해),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.624,2,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),CCC-0491,마리아 무염시태,세례 없이 죽은 유아의 구원을 희망할 신학적·전례적 근거가 있다,원죄의 보편적 전달에 예외가 없다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.73,2,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,림보는 확정 교리가 아니라 가능한 신학적 가설에 불과하다,"성체 공경(성체거동, 현시 등)이 우상숭배라는 명제",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.705,3,COUNCIL-CONSTANCE-HAEC_SANCTA,Haec Sancta (공의회 우위론),VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),이 복종 의무를 고집스럽게 거부하는 자는 교황이라도 처벌 대상이 된다.,교황이 교리 확정에서 오류를 범할 수 있다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.756,2,COUNCIL-FLORENCE-EXSULTATE,Exsultate Deo (아르메니아인 교령: 7성사 정의),COUNCIL-CONSTANCE-HAEC_SANCTA,Haec Sancta (공의회 우위론),"위급 시 세례는 사제·부제뿐 아니라 평신도, 심지어 이교도나 이단자라도 교회의 형식을 따르고 교회가 하려는 바를 지향하면 유효하게 집전할 수 있다.",이 교령의 구속력·유효성은 가톨릭 신학계에서 이론의 여지가 없다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.607,0.617,1,COUNCIL-LATERAN_IV-C3,Canon 3: 이단자에 대한 세속 권력의 강제 진압,COUNCIL-NICAEA-C6,Canon 6: 알렉산드리아·안티오키아의 관할 자치,"이단을 축출하지 않는 세속 군주는 파문되고, 1년 내 불이행 시 교황이 그의 신하들의 충성 의무를 해제하고 그 영토를 다른 가톨릭 세력의 점령에 개방한다고 규정한다.","초기 교회에서 로마 주교좌만이 유일하게 보편적·직접적 사법권의 원천이었고, 다른 주요 교좌의 관할권은 로마로부터 위임된 것이었다.",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
